ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Borough,Country,Timezone,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Bump,Give_Way,Stop,Amenity,Junction,Station,Railway,No_Exit,Crossing,Roundabout,Turning_Loop,Traffic_Calming,Traffic_Signal,Civil_Twilight
A-938222,2,2020/12/12 1:07,2020/12/12 3:04,29.772656,-95.568976,0.032,Incident on MEMORIAL DR near BRITTMOORE RD Drive with caution.,13064, Memorial Dr,R,Houston,Harris,TX,77079-7324,Southwest,US,US/Central,66,66,96,29.82,0.25,SW,3,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-938646,2,2020/6/3 8:21,2020/6/3 10:02,29.745394,-95.374084,0,Accident on Main St at Mcgowen St.,nan,McGowen St,R,Houston,Harris,TX,77002,Inner Loop,US,US/Central,79,79,88,29.94,10,ESE,3,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-938909,2,2020/12/26 12:56,2020/12/26 15:35,29.839151,-95.563444,0.128,Incident on W SAM HOUSTON PKY NB near CORPORATE CENTRE DR Drive with caution.,4922, W Sam Houston Pkwy N,L,Houston,Harris,TX,77041-8211,Northwest,US,US/Central,68,68,39,29.99,10,S,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-938966,2,2020/6/8 9:29,2020/6/8 10:14,29.737181,-95.538887,0,Accident on FM-1093 Westheimer Rd at Gessner Rd.,nan,Westheimer Rd,R,Houston,Harris,TX,77063,Southwest,US,US/Central,88,88,59,29.63,10,WSW,14,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-939158,2,2020/10/25 22:47,2020/10/26 2:10,29.6369,-95.429888,0.224,Incident on DRAGONWICK DR near TOWNWOOD DR Drive with caution.,13201, Townwood Dr,L,Houston,Harris,TX,77045-4556,Southwest,US,US/Central,74,74,87,29.87,10,ESE,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-939199,2,2020/12/13 12:01,2020/12/13 15:22,29.820014,-95.29364,0.07,Incident on JAY ST near ELBERT ST Drive with caution.,6802, Elbert St,R,Houston,Harris,TX,77028-3930,Northeast,US,US/Central,68,68,90,29.8,4,CALM,0,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-939290,2,2020/12/3 23:36,2020/12/4 1:33,29.665173,-95.260182,0.082,Incident on GULF FWY SB near PROSPERITY AVE Drive with caution.,8700, Gulf Fwy,R,Houston,Harris,TX,77017-6505,Southeast,US,US/Central,46,42,73,30.19,10,N,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-940029,3,2020/2/20 18:16,2020/2/20 19:00,29.732594,-95.381676,0,Right lane blocked due to accident on I-69 Northbound after Fannin St.,nan,San Jacinto St,R,Houston,Harris,TX,77004,Inner Loop,US,US/Central,51,51,68,30.36,10,N,15,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-940634,2,2020/10/6 8:46,2020/10/6 10:12,29.850559,-95.488922,0,Accident on Tidwell Rd at Bingle Rd.,5799,Bingle Rd,L,Houston,Harris,TX,77092-2146,Northwest,US,US/Central,71,71,70,30.02,10,ENE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-940742,2,2020/11/1 11:37,2020/11/1 12:52,29.812871,-95.425668,0.49,Incident on I-610 WB near ELLA BLVD Expect long delays.,nan,I-610 W,R,Houston,Harris,TX,77008,Inner Loop,US,US/Central,77,77,36,30.29,10,NE,22,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-940819,2,2020/6/19 8:15,2020/6/19 8:45,29.72373,-95.35096,0,Accident on Scott St at Alabama St.,nan,Alabama St,R,Houston,Harris,TX,77004,Inner Loop,US,US/Central,82,82,74,29.95,10,SE,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-940968,2,2020/2/18 8:49,2020/2/18 10:04,29.705015,-95.537994,0,Accident on Bellaire Blvd at Gessner Rd.,nan,S Gessner Rd,R,Houston,Harris,TX,77036,Southwest,US,US/Central,72,72,87,29.94,4,SSE,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-941021,2,2020/9/21 10:34,2020/9/21 13:51,29.723576,-95.493046,0.227,Incident on RICHMOND AVE near UNITY DR Drive with caution.,nan,Westpark Dr,R,Houston,Harris,TX,77036,Southwest,US,US/Central,74,74,87,29.86,4,NE,24,0.01,Light Rain / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-941260,3,2020/6/22 19:06,2020/6/22 19:21,29.7471,-95.55771,0,At Briar Forest Dr - Accident. Two lanes blocked.,nan,W Sam Houston Tollway N,R,Houston,Harris,TX,77042,Southwest,US,US/Central,78,78,68,29.83,10,N,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-941575,3,2020/2/7 7:11,2020/2/7 7:40,29.67769,-95.2697,0.531,At Bellfort Ave/Howard Dr - Accident.,nan,I-45 N,R,Houston,Harris,TX,77017,Southeast,US,US/Central,40,35,60,29.87,10,SSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-941735,3,2020/5/23 9:08,2020/5/23 10:08,29.74932,-95.45621,0,At FM-1093/Westheimer Rd/Exit 8 - Accident. Two lanes blocked.,nan,I-610 S,R,Houston,Harris,TX,77027,Inner Loop,US,US/Central,83,83,74,29.88,10,SSE,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-941920,2,2020/12/21 0:35,2020/12/21 2:53,29.887021,-95.424211,0.032,Incident on W GULF BANK RD near DAMASCUS DR Drive with caution.,1440, W Gulf Bank Rd,L,Houston,Harris,TX,77088-3626,Northwest,US,US/Central,45,45,93,30.01,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-941937,2,2020/2/10 10:23,2020/2/10 11:08,29.705585,-95.480453,0,Accident on Bellaire Blvd at Alder Dr.,nan,Alder Dr,R,Houston,Harris,TX,77081,Southwest,US,US/Central,74,74,82,29.93,7,S,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-942334,3,2020/6/6 19:32,2020/6/6 20:02,29.783455,-95.484787,0,Right lane blocked and right hand shoulder blocked due to accident on Katy Fwy at Chimney Rock Rd.,nan,Chimney Rock Rd,R,Houston,Harris,TX,77024,Southwest,US,US/Central,82,82,76,29.71,9,NNW,23,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-942513,2,50:41.0,08:41.0,29.841895,-95.374375,0.162,Incident on BURRESS ST near HIGHLAWN ST Drive with caution.,9101, Highlawn St,L,Houston,Harris,TX,77022,Northeast,US,US/Central,64,64,84,30.01,10,N,3,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-942636,2,2020/10/22 20:11,2020/10/22 21:26,29.737447,-95.368548,0.237,Incident on I-69 SB near ELGIN Expect long delays.,nan,I-69 S,R,Houston,Harris,TX,77004,Inner Loop,US,US/Central,79,79,82,29.86,10,SE,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-942658,2,2020/12/16 20:53,2020/12/16 22:29,29.890878,-95.411717,0.142,Incident on NORTH FWY near PEACH SPRING DR Drive with caution.,9098, North Fwy,R,Houston,Harris,TX,77037-2114,Northeast,US,US/Central,41,38,76,30.1,10,N,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-943110,3,2020/1/7 22:06,2020/1/7 22:51,29.683237,-95.34922,0,Center lane blocked due to accident on I-610 Westbound at Calais Rd.,nan,I-610 W,R,Houston,Harris,TX,77033,Southeast,US,US/Central,50,50,52,30.34,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-943114,2,2020/11/17 0:36,2020/11/17 4:18,29.689574,-95.509047,0.01,Incident on FONVILLA ST near FONDREN RD Drive with caution.,7198, Fonvilla St,R,Houston,Harris,TX,77074,Southwest,US,US/Central,55,55,57,30.3,10,NE,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-943269,2,2020/11/20 20:45,2020/11/21 1:51,29.812698,-95.545132,0.008,Incident on HAMMERLY BLVD near GESSNER RD Drive with caution.,nan,Hammerly Blvd,R,Houston,Harris,TX,77080,Northwest,US,US/Central,69,69,90,30.24,9,SE,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Night
A-943594,2,2020/12/12 9:55,2020/12/12 12:13,29.940329,-95.396908,0.049,Incident on IMPERIAL VALLEY DR near N SAM HOUSTON PKY Drive with caution.,16501, Imperial Valley Dr,L,Houston,Harris,TX,77060-3505,Northeast,US,US/Central,61,61,90,29.95,6,N,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-943705,2,2020/12/11 8:55,2020/12/11 10:52,29.755208,-95.297807,0.005,Incident on SSGT MACARIO GARCIA DR near ZOLTOWSKI Drive with caution.,2556, Ssgt Macario Garcia Dr,L,Houston,Harris,TX,77020-7502,Inner Loop,US,US/Central,69,69,78,29.91,10,SE,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-943775,2,2020/5/19 8:29,2020/5/19 10:04,29.793159,-95.359932,0,Accident on Moore St at Collingsworth St.,3596,Moore St,R,Houston,Harris,TX,77009-5732,Inner Loop,US,US/Central,79,79,82,29.81,10,SW,14,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-943788,2,2020/11/12 14:32,2020/11/12 16:08,29.712759,-95.488936,0.063,Incident on RAMPART ST near ELM ST Drive with caution.,6100, Elm St,R,Houston,Harris,TX,77081-3302,Southwest,US,US/Central,84,84,35,29.9,10,ESE,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-943896,2,2020/12/24 2:41,2020/12/24 5:20,29.680862,-95.559538,0.047,Incident on W SAM HOUSTON PKY SB near ELMSWORTH DR Drive with caution.,nan,W Sam Houston Pkwy S,R,Houston,Harris,TX,77099,Southwest,US,US/Central,48,40,37,30.03,10,NNW,24,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-944009,3,2020/6/14 21:44,2020/6/14 22:29,29.80594,-95.56376,0,At Hammerly Blvd - Accident. Hard shoulder blocked.,nan,W Sam Houston Tollway S,R,Houston,Harris,TX,77043,Northwest,US,US/Central,82,82,65,30.01,10,ESE,8,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-944044,2,2020/6/22 11:19,2020/6/22 11:49,29.92461,-95.199776,0,Right hand shoulder blocked due to accident on TX-8-BELTWAY Sam Houston Pkwy Northbound at Lake Houston Pkwy.,nan,W Lake Houston Pkwy,R,Houston,Harris,TX,77044,Northeast,US,US/Central,73,73,93,29.88,4,ENE,5,0.03,T-Storm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-944086,2,2020/10/30 19:12,2020/10/30 20:27,29.938465,-95.380978,0.027,Incident on BELTWAY 8 WB near HARDY TOLL Expect long delays.,806, N Sam Houston Pkwy E,R,Houston,Harris,TX,77032-1618,Northeast,US,US/Central,58,58,65,30.07,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-944341,3,2020/9/27 13:05,2020/9/27 13:51,29.869896,-95.407791,0,One lane blocked due to accident on I-45 Southbound at Little York Rd.,nan,I-45 N,R,Houston,Harris,TX,77037,Northeast,US,US/Central,89,89,53,29.71,10,S,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-944645,3,2020/3/28 12:31,2020/3/28 13:01,29.78762,-95.33964,0,At Collingsworth St - Accident. Right lane blocked.,nan,US-59 N,R,Houston,Harris,TX,77026,Inner Loop,US,US/Central,81,81,65,29.81,10,SSW,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-944749,3,2020/8/8 6:30,2020/8/8 7:08,29.813236,-95.335075,0,Two lanes blocked due to accident on I-69 Southbound at Kelley St .,nan,I-69 N,R,Houston,Harris,TX,77026,Inner Loop,US,US/Central,80,80,85,30.02,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-944807,3,2020/2/20 16:23,2020/2/20 17:25,29.783775,-95.516708,0,Right 2 center lane blocked due to accident on I-10 I-10 Eastbound at Sam Houston Pkwy.,9181,Katy Fwy,L,Houston,Harris,TX,77024-1602,Southwest,US,US/Central,50,50,77,30.3,10,N,14,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-944901,2,2020/10/29 2:25,2020/10/29 3:43,29.689408,-95.556858,0.027,Incident on BELTWAY 8 NB near BEECHNUT ST Drive with caution.,nan,W Sam Houston Pkwy S,R,Houston,Harris,TX,77072,Southwest,US,US/Central,43,43,97,29.86,10,SW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-945050,2,2020/12/10 4:10,2020/12/10 6:28,29.700186,-95.476146,0.063,Incident on CHIMNEY ROCK RD near ASPEN ST Drive with caution.,nan,Huisache St,R,Houston,Harris,TX,77081,Southwest,US,US/Central,49,49,86,30.01,10,CALM,0,0,Shallow Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-945094,2,2020/11/23 5:06,2020/11/23 7:24,29.68068,-95.227724,0.049,Incident on ALLEN GENOA RD near S RICHEY ST Drive with caution.,2076, Allen Genoa Rd,R,Houston,Harris,TX,77017-6844,Southeast,US,US/Central,65,65,75,30.17,10,NNE,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-945526,2,2020/6/12 10:50,2020/6/12 11:53,29.75415,-95.501144,0,Accident on Voss Rd at Woodway Dr.,nan,Woodway Dr,R,Houston,Harris,TX,77057,Southwest,US,US/Central,84,84,38,30.17,10,ENE,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-945953,2,2020/10/24 23:30,2020/10/25 3:10,29.692795,-95.335869,0.158,Incident on DEWBERRY ST near CAVANAUGH ST Drive with caution.,6100, Cavanaugh St,R,Houston,Harris,TX,77021-3739,Inner Loop,US,US/Central,65,65,75,29.92,10,E,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-946024,2,2020/2/9 14:36,2020/2/9 15:37,29.924047,-95.554977,0,Left hand shoulder blocked and left lane blocked due to accident on TX-8-BELTWAY Sam Houston Pkwy Westbound at Fallbrook Dr.,nan,W Sam Houston Tollway S,R,Houston,Harris,TX,77064,Northwest,US,US/Central,72,72,76,29.83,10,SSE,15,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-946077,3,2020/11/22 18:57,2020/11/22 19:58,29.949078,-95.416748,0,Two lanes blocked and left hand shoulder blocked due to accident on North Fwy Southbound at Greens Rd.,nan,I-45 N,R,Houston,Harris,TX,77060,Northeast,US,US/Central,72,72,61,30.07,10,N,7,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-946336,2,2020/9/17 7:59,2020/9/17 8:48,29.7103,-95.401848,0,Accident on Main St at Dryden Rd.,nan,Dryden Rd,R,Houston,Harris,TX,77030,Inner Loop,US,US/Central,81,81,74,29.86,10,N,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-946462,2,2020/11/29 10:03,2020/11/29 12:45,29.772938,-95.221311,0.098,Incident on DAWNWOOD DR near MAE DR Drive with caution.,12140, Dawnwood Dr,R,Houston,Harris,TX,77013,Northeast,US,US/Central,60,60,80,29.98,10,NNW,22,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-946466,2,2020/12/9 10:31,2020/12/9 11:45,29.863569,-95.429413,0,Accident on Little York Rd at Wheatley St.,nan,Wheatley St,R,Houston,Harris,TX,77088,Northwest,US,US/Central,71,71,34,30.1,10,VAR,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-946497,2,2020/9/17 6:33,2020/9/17 8:06,29.940611,-95.407722,0,Accident on Sam Houston Pkwy Northbound at Greenspoint dr.,nan,N Sam Houston Tollway E,R,Houston,Harris,TX,77060,Northeast,US,US/Central,77,77,88,29.8,10,NNW,3,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-946550,3,2020/5/16 7:04,2020/5/16 7:32,29.60014,-95.33203,0.954,Between Sam Houston Southeast Toll Plaza and Mykawa Rd - Accident.,nan,S Sam Houston Tollway W,R,Houston,Harris,TX,77048,Southeast,US,US/Central,68,68,93,29.59,8,ESE,9,0.01,Light Rain with Thunder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-946766,2,2020/12/14 20:16,2020/12/14 22:35,29.67025,-95.588253,0.082,Incident on S KIRKWOOD RD near SPRING GROVE DR Drive with caution.,9901, S Kirkwood Rd,L,Houston,Harris,TX,77099-5010,Southwest,US,US/Central,47,44,74,30.09,10,ENE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-946931,2,2020/11/26 16:57,2020/11/26 19:15,29.783779,-95.450028,0.011,Incident on OLD KATY RD near PORTWEST DR Drive with caution.,7181, Old Katy Rd,L,Houston,Harris,TX,77024-2111,Southwest,US,US/Central,74,74,76,29.89,10,ESE,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-946971,3,2020/12/20 17:44,2020/12/20 18:44,29.766043,-95.455971,0,Two lanes blocked due to accident on Loop Fwy Northbound at Woodway Dr.,nan,Woodway Dr,R,Houston,Harris,TX,77027,Inner Loop,US,US/Central,63,63,48,30.03,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-947789,2,2020/9/28 16:53,2020/9/28 20:36,29.64938,-95.211197,0.12,Incident on PRINCESS DR near DARLENE Drive with caution.,301, Princess Dr,L,Houston,Harris,TX,77034-1535,Southeast,US,US/Central,79,79,42,29.91,10,N,20,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-948455,2,2020/12/22 1:35,2020/12/22 4:14,29.872347,-95.438231,0.025,Incident on W MONTGOMERY RD near MARJORIE ST Drive with caution.,nan,Phillips St,R,Houston,Harris,TX,77088,Northwest,US,US/Central,47,47,97,30.09,10,CALM,0,0,Shallow Fog,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-949346,2,2020/3/11 11:47,2020/3/11 12:32,29.76119,-95.383163,0,Accident on Allen Pkwy near Gillette St.,1608,Allen Pkwy,R,Houston,Harris,TX,77019-2804,Inner Loop,US,US/Central,76,76,64,30.1,10,SSW,9,0,Mostly Cloudy,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-949373,2,2020/4/14 9:24,2020/4/14 10:26,29.812714,-95.429359,0,Accident on Ella Blvd at Loop Fwy.,nan,Ella Blvd,R,Houston,Harris,TX,77008,Inner Loop,US,US/Central,56,56,64,30.1,10,NE,16,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-949442,2,2020/11/23 1:42,2020/11/23 4:21,29.925144,-95.407199,0.093,Incident on GOODSON DR near CHIPMAN LN Drive with caution.,3, Goodson Dr,L,Houston,Harris,TX,77060-4252,Northeast,US,US/Central,62,62,84,30.13,10,NNE,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-949643,2,2020/11/26 9:42,2020/11/26 13:45,29.696213,-95.526068,0.078,Incident on CARVEL LN near KENSICO RD Drive with caution.,7927, Carvel Ln,L,Houston,Harris,TX,77036-6426,Southwest,US,US/Central,70,70,59,30,10,E,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-949696,2,2020/9/9 18:01,2020/9/9 20:15,29.936867,-95.516876,0,Left and center lane blocked due to accident on Sam Houston Tlwy Westbound at TX-249 Tomball Pkwy.,15597,State Highway 249,L,Houston,Harris,TX,77086-1104,Northwest,US,US/Central,86,86,67,29.83,10,W,5,0,Light Rain with Thunder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-949827,2,2020/11/29 20:21,2020/11/29 23:24,29.690208,-95.389719,0.052,Incident on ALMEDA RD near LYDIA ST Drive with caution.,7649, Almeda Rd,L,Houston,Harris,TX,77054-3236,Inner Loop,US,US/Central,55,55,62,30.13,10,NNW,20,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-949830,3,2020/5/8 18:28,2020/5/8 19:13,29.59192,-95.38609,0,At Beltway 8 - Accident. Right lane blocked.,nan,S Freeway N,R,Houston,Harris,TX,77047,Southeast,US,US/Central,74,74,62,29.92,10,NNE,20,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-950377,2,2020/11/19 3:00,2020/11/19 4:36,29.714327,-95.398741,0.043,Incident on MAIN ST near ALUMNI DR Drive with caution.,6398, Main St,R,Houston,Harris,TX,77005-1843,Inner Loop,US,US/Central,60,60,90,30.25,10,ENE,3,0,Shallow Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night
A-950550,4,2020/6/21 23:45,2020/6/22 0:00,29.65639,-95.25378,0.059,Closed at College Ave - Road closed due to accident.,nan,I-45 N,R,Houston,Harris,TX,77017,Southeast,US,US/Central,81,81,79,29.85,10,VAR,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-950616,3,2020/10/28 19:10,2020/10/28 19:55,29.728367,-95.460442,0,Three lanes blocked due to accident on I-610 Northbound at Exits 8A 8C 9 9A US-59.,nan,I-610 S,R,Houston,Harris,TX,77027,Inner Loop,US,US/Central,53,53,80,29.79,10,NW,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-950721,3,2020/7/20 19:42,2020/7/20 20:43,29.784494,-95.591248,0,Left and center lane blocked due to accident on I-10 Eastbound at Kirkwood Rd.,nan,I-10 E,R,Houston,Harris,TX,77079,Southwest,US,US/Central,84,84,74,29.77,10,ESE,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
